Left,Right
38,217
95,1445
44,1470
95,1301
56,854
61,1598
130,1180
97,1219
66,683
149,1062
4,1184
61,1168
110,799
147,985
136,1367
134,713
59,461
101,176
45,970
22,239
53,1295
125,155
89,296
65,1646
96,840
89,158
75,380
122,1476
21,1477
117,1037
44,738
31,1482
27,583
92,1421
94,1648
127,806
55,1414
123,887
117,277
65,456
45,176
12,636
101,1222
14,987
131,320
149,1199
77,1518
31,1349
43,700
106,1419
124,1218
85,468
135,202
132,1278
71,645
107,1226
52,1442
122,1046
123,769
111,1368
86,959
27,190
4,459
17,1629
123,796
89,513
21,585
18,266
146,183
149,855
106,978
50,706
21,559
27,1177
42,889
29,290
24,369
61,398
125,1055
80,386
85,1105
5,228
143,399
46,907
101,299
56,1139
59,1444
16,1521
51,1430
52,1533
64,1176
37,1531
62,1040
27,812
87,887
124,296
102,704
141,646
143,1147
142,1314
57,576
143,228
137,1380
16,325
149,1421
97,1585
52,388
23,1393
117,1157
67,807
65,355
140,1231
114,407
119,261
94,894
109,297
17,558
94,1015
122,1529
98,948
62,169
111,300
99,197
129,745
77,1219
59,1072
92,1197
137,1411
97,564
105,173
10,423
62,1389
100,1417
77,620
76,634
117,1206
18,1288
10,818
44,171
43,615
6,770
131,1613
34,670
139,739
35,900
48,195
68,1058
120,861
146,448
114,1152
43,667
21,464
140,744
102,609
43,151
76,1286
32,157
106,1195
138,941
44,1591
40,1426
57,1198
57,1052
136,1135
149,920
73,210
99,171
92,355
12,503
30,1247
53,1169
5,923
119,829
51,782
3,392
24,942
74,1605
114,934
38,334
148,217
106,165
38,1016
9,1276
60,982
106,791
49,1345
71,506
123,1312
115,699
119,330
104,324
85,886
111,1623
85,485
37,874
60,1138
22,1426
3,1376
75,1093
31,717
135,548
87,538
97,921
143,189
27,1501
122,316
54,781
132,335
62,1073
7,983
66,623
68,507
56,650
109,202
19,1142
139,1469
67,1098
16,1575
97,1511
50,1543
71,660
134,790
16,1266
97,963
5,837
95,1472
46,939
83,669
10,751
113,339
54,1102
67,490
115,371
11,971
29,615
18,1574
26,1120
125,291
81,1329
55,835
51,223
17,209
62,936
78,396
41,233
91,568
24,1440
93,331
107,437
30,1345
97,450
99,1435
78,178
62,1579
98,1032
62,820
81,1250
61,283
20,236
77,1157
25,1411
52,676
1,1234
39,1596
67,1387
75,667
100,1231
136,659
24,1273
142,1175
20,729
7,1103
8,331
139,840
48,621
146,829
119,749
59,972
26,1330
110,571
87,269
46,1123
51,915
126,250
116,287
18,1129
74,1143
29,866
63,753
115,216
132,366
63,700
41,1027
139,934
119,1092
121,1642
13,1296
94,1541
134,731
133,637
100,272
2,1558
58,1321
33,678
93,995
31,291
48,550
139,1268
2,530
128,1376
4,1038
100,567
32,1275
34,1529
93,305
23,195
136,445
86,171
60,1099
108,1046
7,830
60,166
49,1283
40,1138
5,339
46,253
116,1071
77,1194
104,236
87,643
113,490
146,1267
62,821
102,1212
107,540
107,1484
119,529
89,335
129,1581
90,1579
21,1500
110,952
10,262
24,1495
136,1026
137,1337
149,974
141,755
70,1179
53,491
5,1136
21,1506
133,417
127,618
32,1262
109,1361
117,521
145,154
47,679
146,547
117,974
80,281
105,645
75,1503
96,1054
105,802
124,1227
98,719
67,179
85,1134
63,843
83,1445
113,328
56,654
99,186
132,1525
47,1102
35,1613
129,1628
130,561
54,1582
23,789
4,902
50,957
48,1544
76,1251
16,1475
135,552
75,680
41,380
89,1513
5,621
54,1089
32,727
138,1523
132,176
28,656
22,1312
31,461
31,1157
87,399
86,1325
43,710
22,1253
108,1559
140,461
88,1568
25,296
16,801
113,861
32,583
49,1042
88,1633
36,352
86,193
94,852
39,1566
26,490
51,845
83,837
13,483
22,1085
47,1134
117,1271
72,1475
135,1443
79,1186
57,959
43,1622
126,876
72,1345
58,764
100,1569
111,248
3,271
92,569
77,1042
51,677
58,834
110,918
145,705
100,1414
99,812
148,1618
76,1029
47,1068
53,399
9,1135
16,1552
55,638
55,1177
106,293
42,594
122,1202
118,927
125,618
33,1099
147,454
58,980
23,1613
56,1340
7,545
137,623
105,164
36,176
115,568
144,346
91,1598
11,1143
65,359
65,1412
106,697
116,1434
62,765
8,406
21,1606
80,249
71,1440
6,1115
87,241
65,1648
141,1214
125,484
64,949
114,517
122,874
104,1337
86,305
45,874
19,1461
135,1041
113,1605
4,1196
68,521
63,1009
15,213
4,788
47,222
138,429
57,860
74,1595
56,390
25,594
58,644
139,1332
84,1144
37,262
31,552
135,1332
55,402
100,1573
114,870
94,1111
147,362
145,1593
71,1393
71,437
86,586
69,1400
66,370
86,420
37,1546
108,1592
46,682
67,618
66,1245
9,1457
88,324
122,755
101,892
78,590
110,1636
145,193
112,526
20,374
54,1357
16,1065
72,512
62,459
61,156
58,1540
135,921
141,923
57,1643
96,1240
44,862
110,1332
57,410
142,1418
121,1545
114,404
149,639
11,1404
6,152
38,717
121,1323
135,793
107,1289
58,1152
47,420
111,682
112,764
14,249
51,1152
42,1123
133,1094
143,934
27,450
14,1451
98,1639
32,349
13,422
32,260
60,979
52,537
121,1033
109,425
120,423
65,563
66,946
35,1027
18,363
93,1323
103,962
3,916
94,1439
58,303
15,452
69,296
117,579
13,855
46,660
40,919
106,392
11,650
129,306
50,811
91,1436
40,1566
15,1592
13,653
64,1165
86,971
149,710
14,493
76,273
57,365
37,915
24,1424
67,296
24,959
122,1174
16,1470
7,1341
100,1112
65,773
70,1435
37,397
94,1253
101,1264
108,217
53,652
122,1576
85,1024
149,725
6,1356
44,1508
35,722
23,1572
132,979
148,1266
39,1296
107,665
142,320
50,1323
112,1071
52,1209
134,763
85,664
123,394
44,752
50,1230
9,435
16,1556
37,751
111,990
88,1254
94,1401
95,868
24,1593
58,481
50,1312
103,665
130,1255
16,794
116,170
7,372
149,952
8,1409
128,941
83,1617
37,830
146,1299
77,1345
77,1366
7,852
43,153
143,1114
30,564
66,221
104,723
142,724
8,556
127,245
73,777
124,467
21,1473
65,1373
109,465
133,530
105,1158
107,944
8,370
22,1489
34,517
32,1627
89,1547
103,358
107,1012
79,684
143,1492
48,1540
141,1209
99,1412
110,1170
32,510
132,884
1,1274
75,1419
119,386
66,922
29,652
75,536
55,386
93,475
121,932
56,762
2,556
126,190
18,1441
29,1225
52,762
129,1376
70,423
37,1193
115,678
94,810
75,342
115,1583
22,1273
134,484
120,1132
34,320
96,1471
65,554
49,198
143,439
93,334
50,241
37,1043
111,949
39,1103
132,890
139,195
90,759
139,1369
86,193
67,221
107,720
86,1215
61,1507
144,1361
26,1567
56,1639
128,1507
13,720
55,1376
132,401
31,501
71,620
51,1510
42,829
68,1456
90,509
88,1245
88,1073
86,1523
70,1608
90,703
52,568
78,1258
117,1528
103,358
69,479
135,1474
127,1146
66,1230
41,1407
63,748
26,1020
88,224
3,309
67,1604
52,936
7,417
16,1430
117,1326
133,388
79,328
76,1228
49,330
118,518
71,1587
58,1201
119,654
31,1178
42,1380
30,865
51,849
57,814
113,545
10,850
72,1153
82,752
70,892
3,761
95,1421
5,1643
76,1479
117,1203
149,404
133,801
24,317
133,1565
40,302
122,890
62,1458
75,1303
62,1124
29,715
37,1099
45,1123
101,330
62,223
103,574
50,1422
68,1624
141,1376
103,1275
65,1116
117,1224
42,1158
23,1268
2,639
59,285
70,894
139,1554
131,464
108,1479
135,916
125,412
82,1346
39,682
14,1616
85,316
34,193
70,1306
126,529
130,1306
80,649
2,649
21,582
149,509
10,771
19,1178
26,989
103,1009
83,545
70,266
82,1086
52,724
88,824
74,782
41,329
35,661
87,1404
90,636
95,1544
64,550
124,239
47,491
50,1521
54,1365
31,389
60,1563
106,1500
20,449
143,618
7,890
103,1067
71,1083
8,1551
86,1573
54,493
12,434
15,1213
146,518
145,1585
36,749
32,1521
8,926
60,475
100,405
64,1409
95,1193
36,1393
123,1152
102,151
68,1131
66,1207
148,788
104,533
133,754
28,1139
19,1578
61,673
69,1433
49,1474
120,1607
91,357
114,1117
44,1225
113,608
96,387
20,165
117,857
7,1122
34,679
32,1062
117,1609
45,887
30,1615
74,590
75,1255
116,1217
21,1573
97,1231
116,585
104,1364
128,1309
141,1343
102,362
85,1547
24,1369
56,538
117,502
38,371
107,479
117,1310
82,1139
10,221
47,865
132,422
83,1407
103,1407
146,564
87,1186
14,444
28,1040
46,887
25,227
95,744
49,1444
122,1624
25,711
18,1151
73,1417
78,586
51,921
26,179
102,852
11,1304
93,686
38,836
24,1017
148,486
149,1514
87,1288
97,1422
141,1122
145,630
30,1269
95,1570
5,394
79,964
83,455
35,846
133,652
30,1010
35,1559
57,942
52,1481
89,1024
137,845
127,1325
37,1320
73,881
82,1457
34,716
11,503
40,660
142,1505
9,891
56,848
114,213
124,1391
104,1021
32,1035
95,351
134,965
124,1138
101,747
108,1513
17,1168
137,169
14,295
107,462
130,361
140,388
99,464
54,998
86,1197
81,1017
48,1577
26,1215
124,461
76,785
99,531
4,801
19,191
120,1552
132,265
1,1280
115,607
97,255
107,746
30,676
93,1546
103,1390
22,477
76,638
60,809
44,1632
141,172
40,1076
41,1237
135,356
136,647
14,1487
73,1581
104,706
3,314
59,807
65,926
102,1549
103,1279
3,1481
24,1089
78,1493
77,984
135,1266
121,1191
47,1204
31,526
49,1236
143,985
33,1198
74,638
137,356
99,590
51,749
45,1584
139,596
93,544
50,517
92,936
12,1470
94,1158
102,1424
118,1184
46,1575
133,269
25,1145
47,1422
1,692
117,989
89,1348
78,484
47,1504
135,1179
26,859
141,1040
142,1525
122,1210
129,1608
72,866
130,766
125,744
64,417
97,779
85,719
54,966
31,1097
13,1061
130,898
111,1458
2,576
77,1386
64,186
111,216
41,1120
21,1205
17,748
5,1585
107,161
55,1067
108,303
40,770
125,212
144,1615
74,1384
112,1546
27,202
35,1350
49,983
89,1638
30,355
94,828
10,746
55,1043
23,974
62,1370
75,520
128,872
32,175
139,953
127,1443
14,1359
133,314
21,824
38,673
50,533
95,966
87,1033
52,1434
40,1270
66,1124
67,675
5,917
36,890
16,630
141,1026
69,258
124,215
65,1513
31,1309
100,827
26,1210
107,1267
79,944
98,1457
18,299
65,1040
80,450
95,796
69,493
111,546
135,480
99,1559
69,735
47,895
49,462
80,1088
34,1084
25,690
83,290
136,1175
43,518
14,1268
99,668
60,876
45,1244
124,1614
28,1100
94,1275
56,880
83,978
143,702
108,1271
95,970
140,1119
8,1033
3,1481
122,387
93,603
10,1561
140,1371
8,707
118,1456
98,1222
105,463
1,165
106,807
119,1501
8,941
18,1582
79,1059
95,1625
83,642
97,1612
94,481
129,358
76,1420
7,757
141,616
57,375
39,1135
36,1493
70,1221
74,968
130,1362
1,1314
30,227
114,448
67,153
64,188
130,637
79,1542
124,245
131,1175
135,1008
111,660
24,161
48,1019
97,1041
70,1435
131,852
129,380
138,588
126,1044
80,708
37,1126
121,1545
81,1185
72,1174
36,994
57,1305
147,1161
65,368
9,1031
83,776
126,479
69,683
81,1274
49,199
27,505
91,325
17,1165
10,1453
127,1174
23,1429
6,495
23,1585
66,1247
50,1380
82,986
119,201
123,1109
85,1390
29,1343
12,1529
15,1076
96,944
82,383
55,1313
126,950
97,1480
90,385
88,1467
21,327
71,266
16,1480
104,497
32,1090
10,985
119,1108
8,1438
100,503
2,294
13,235
48,244
37,907
24,413
17,408
92,1186
104,904
19,952
29,925
7,1381
78,1475
65,1070
43,1132
64,1322
68,598
137,1453
147,1298
56,1570
129,316
38,1548
81,1172
123,1222
11,237
22,1128
144,1466
44,1252
129,1565
92,1434
149,1290
23,1587
39,326
53,1585
92,1365
18,668
37,868
3,419
1,440
1,510
29,301
42,288
71,767
132,1531
39,1267
17,515
54,1322
69,326
122,1256
131,1556
89,1342
144,1088
116,1649
106,780
133,765
59,864
54,834
88,1452
107,413
96,1285
84,1337
133,489
47,1373
69,416
119,505
114,750
59,930
7,872
84,1109
22,1540
134,945
75,1189
142,331
61,575
31,1632
47,802
121,929
144,865
71,257
134,307
33,829
78,751
46,378
132,1176
32,245
31,958
108,704
63,1378
8,924
77,312
51,1549
70,823
37,973
148,822
52,369
38,1604
120,1116
6,177
145,1194
100,308
100,1385
5,1433
22,1183
120,1143
3,1033
98,507
97,371
53,1365
16,899
116,546
41,1205
9,1647
148,1119
59,1025
14,230
64,868
71,1549
149,1338
31,838
138,966
78,656
139,864
11,280
41,1073
127,924
55,467
85,487
33,1373
37,1379
107,944
100,644
142,307
130,350
28,1213
59,1046
34,1198
113,153
36,1281
149,432
112,1439
70,694
28,860
72,474
113,1367
22,859
131,1492
133,1415
103,890
140,849
107,1462
116,573
71,646
32,1050
9,1150
64,690
142,568
9,1489
25,1280
132,838
100,1180
29,1135
66,208
44,962
138,877
90,749
11,1028
9,732
14,1278
57,1297
121,1141
127,1511
77,251
27,1545
65,1098
130,1251
32,1528
117,231
83,1574
38,1351
25,926
85,1040
97,795
33,1542
37,1320
65,1633
8,1494
122,720
88,1099
42,1422
26,1197
111,403
79,1519
126,618
54,375
101,1100
69,1472
14,192
51,1066
117,151
66,209
34,670
107,814
111,396
81,356
55,613
133,557
122,1573
107,492
24,1043
16,291
15,467
87,962
46,1021
41,229
41,1306
82,409
147,290
93,224
41,223
37,1308
130,272
48,1642
144,1547
113,995
68,996
110,427
22,1574
16,1263
58,942
87,241
77,1530
43,1514
13,701
106,1581
147,1342
29,1373
129,1399
115,597
48,1405
91,480
74,916
13,310
115,1050
3,936
148,1641
67,1165
70,1419
91,1231
13,1166
54,1633
28,464
128,1441
11,941
149,1404
35,726
131,393
86,830
34,1218
104,470
48,1070
100,1515
146,1028
98,320
31,465
108,1575
67,653
90,1006
81,244
35,1202
17,933
125,1306
101,1147
109,1222
9,340
7,187
85,723
100,1154
39,1294
108,1515
104,890
49,551
36,180
127,1511
131,288
61,652
144,1021
149,1625
21,669
116,222
94,1135
81,816
46,1092
123,584
96,813
28,1611
47,593
116,260
133,238
46,1440
63,736
69,1537
32,597
142,1469
108,1410
103,1351
61,184
52,574
134,1563
13,938
109,352
56,822
22,472
40,203
41,1349
88,924
44,1332
66,154
49,515
43,558
74,1104
113,219
64,1361
25,577
70,1023
127,919
137,595
38,259
108,228
125,422
133,1537
39,488
89,1469
71,518
46,1459
4,653
42,273
146,576
5,680
149,174
124,1570
92,450
3,411
28,1570
63,627
68,1005
16,1230
52,1477
85,492
89,252
25,366
79,1205
143,665
24,1047
126,1535
145,901
27,253
72,1575
103,1026
87,1118
109,1128
142,777
73,331
7,244
51,1331
8,1293
88,209
67,697
19,770
11,1540
35,728
112,791
130,1377
85,682
65,277
95,840
101,892
39,1462
38,254
91,993
49,421
115,847
16,881
127,511
140,239
35,1219
134,568
104,196
82,683
60,418
133,589
98,187
115,184
18,620
109,983
70,1237
38,1216
139,622
7,1519
71,296
141,352
130,204
5,463
71,474
79,752
67,930
16,394
64,287
42,829
1,728
123,383
139,1237
124,1397
122,329
54,362
69,1025
93,1616
149,924
119,1446
30,820
112,338
114,496
100,1279
124,1614
2,430
24,1318
38,995
147,866
123,555
23,471
21,959
32,635
69,874
147,1175
91,1064
51,1408
138,395
17,539
85,1426
104,1580
126,1344
96,1392
93,1288
90,1028
8,1064
80,990
123,863
101,1163
101,427
44,641
31,1247
136,195
13,325
1,1207
48,179
24,1427
55,221
38,1163
145,1558
44,413
105,1354
12,1103
43,1456
15,957
137,618
49,1588
59,1389
19,704
142,928
54,1543
145,1347
17,730
82,1306
109,1292
48,625
46,965
60,1086
136,1547
125,969
126,788
90,1212
98,951
94,1045
96,933
56,1203
102,1554
111,363
16,1047
98,244
116,1407
67,1468
98,709
18,205
124,723
137,161
119,1142
133,1352
94,1414
115,1517
60,1036
120,1501
67,766
117,721
130,482
40,1528
13,1282
124,257
33,1214
123,1313
143,1012
69,919
14,405
76,558
65,652
32,259
32,495
21,1541
36,1649
148,1419
54,851
95,206
59,606
144,1546
45,544
100,280
81,1251
149,693
22,1607
74,1383
141,393
86,482
88,1562
119,648
20,179
6,1645
149,1414
31,1590
51,647
31,660
83,1299
18,1053
84,1239
95,1336
89,237
122,802
51,459
34,1365
115,984
94,1185
124,1148
40,868
4,1258
147,219
83,626
38,1524
85,702
54,1218
61,777
7,1464
73,1438
43,1603
126,1237
25,1398
6,376
7,1636
81,1295
113,202
137,1285
44,1567
133,447
93,583
43,1356
69,1335
129,1616
44,1207
50,1488
93,835
108,1006
43,1554
69,203
70,1011
108,167
111,238
124,858
45,922
124,631
65,1105
6,618
10,850
90,312
60,1119
28,408
3,290
70,677
133,1451
127,192
96,1129
127,243
90,1210
5,282
18,391
44,1133
3,1506
4,773
122,1017
98,514
75,211
112,850
56,650
95,334
23,1134
96,1142
76,352
78,304
64,1285
7,1514
39,794
38,1350
67,1339
58,899
140,891
45,1268
53,1558
26,1086
88,458
111,494
13,1497
97,549
139,277
95,621
47,1156
105,659
67,589
142,1506
84,1536
95,1477
42,470
138,201
127,1252
80,923
71,1225
74,778
39,1072
94,167
96,1158
138,818
69,981
48,486
75,1417
56,301
61,1289
22,367
58,1438
98,1000
43,594
91,547
47,358
93,378
71,238
86,1645
43,717
144,751
38,612
136,1077
93,1569
92,214
88,191
42,1026
131,467
46,1557
120,231
104,1176
36,1500
142,976
39,764
60,1044
48,180
48,1634
122,1372
61,1176
103,833
57,305
109,1627
112,1287
109,206
8,971
46,455
131,1052
73,1425
92,313
35,1554
145,1379
69,464
64,768
11,1447
63,1305
52,1573
82,849
33,433
33,609
70,1000
52,247
143,802
90,1615
17,289
76,376
112,642
27,913
146,1599
64,594
33,735
139,625
147,1626
93,879
4,386
86,1160
110,1318
59,604
140,1478
108,910
56,173
100,1599
71,947
20,453
114,1464
5,1089
58,670
85,321
112,565
109,1099
77,1350
117,1176
31,1249
31,439
54,1316
76,861
86,412
71,871
111,606
138,1311
14,555
103,1184
135,525
62,329
13,1091
77,1612
138,574
54,396
148,377
72,338
76,985
80,770
16,1000
76,741
77,671
119,820
92,1361
55,1148
98,335
138,390
30,454
35,430
122,303
21,1579
105,1086
72,1593
7,583
48,1276
124,813
91,1166
88,175
138,1282
7,1123
21,712
9,629
44,413
55,1293
1,1362
53,793
19,1453
66,213
116,817
20,542
70,610
16,357
78,825
124,1356
97,625
130,1355
79,375
47,173
69,1432
127,1481
24,1632
117,1140
93,237
51,413
66,549
98,911
118,1341
6,195
90,371
106,980
74,438
88,1563
83,203
2,1318
74,1156
101,1622
78,807
13,169
15,1521
138,734
90,1404
7,1230
96,1289
82,318
39,875
88,310
6,1488
29,263
9,479
141,782
82,1286
135,771
64,393
51,216
24,866
54,942
43,742
122,1515
48,783
46,198
115,1278
92,1274
54,972
40,390
13,347
3,904
131,1114
105,1202
64,1223
144,792
94,208
11,1463
133,315
74,851
56,1447
81,1282
46,1592
82,493
86,854
8,1429
37,1331
6,230
148,613
74,1073
10,1183
29,1608
106,1124
118,666
98,825
3,494
95,940
109,1580
131,240
124,1493
20,599
96,422
138,1216
44,985
64,1356
57,665
65,1047
2,697
38,1356
99,1284
90,1326
142,1509
2,744
114,1152
29,235
124,494
2,999
41,1560
45,1264
72,834
114,1018
46,321
69,773
117,298
149,834
6,1036
98,874
79,554
36,393
5,1429
127,1436
106,714
33,839
103,489
138,1401
137,926
108,569
114,1486
68,1174
110,1019
21,1124
95,1373
54,1138
30,660
73,786
122,1020
44,857
57,1284
84,670
24,342
122,477
33,1073
142,427
123,288
90,1505
106,512
136,517
101,1320
47,233
26,851
69,1643
27,1161
25,627
24,1262
119,331
2,1558
82,646
120,379
123,526
118,691
14,1558
146,211
117,1443
99,174
141,199
37,237
6,1046
98,316
21,566
97,1413
39,1307
20,1612
149,529
64,1049
77,696
75,236
11,653
28,1055
83,1217
120,697
22,1123
11,667
41,644
124,1176
41,1373
43,623
19,1535
144,807
31,241
66,639
1,923
23,731
117,810
53,1011
113,1504
116,262
64,287
59,167
112,629
68,1523
125,1078
100,539
73,298
130,1473
69,164
95,519
18,1503
48,1548
85,1392
119,785
28,1338
32,916
32,284
136,567
50,1258
61,672
110,1506
148,493
44,410
94,1255
95,381
5,1468
54,152
140,719
103,215
3,434
119,627
66,1102
23,1492
76,1413
127,1520
69,264
29,268
118,1408
52,1321
64,1318
108,988
118,1542
12,606
87,1274
32,439
90,1468
43,224
149,1318
91,1484
128,996
7,1562
126,1562
108,317
61,997
56,1375
83,1600
28,613
73,1180
144,1344
69,999
149,1354
140,932
131,940
114,807
148,504
40,329
140,480
22,1220
138,480
135,803
143,314
120,1112
101,716
141,568
17,1381
40,1107
80,969
8,446
98,532
143,710
1,733
49,553
143,944
112,1243
93,719
52,1183
4,1087
67,800
6,1190
70,409
38,1434
15,1330
129,1211
38,1381
49,1629
102,745
40,248
130,1358
95,1216
49,636
148,1215
24,1512
128,849
128,1485
20,339
133,506
68,1241
39,495
95,496
126,202
93,456
148,380
58,1004
31,286
124,1388
7,1375
51,336
27,257
32,1068
74,636
55,329
76,1195
139,1323
127,1039
39,332
48,773
43,1509
76,1270
13,1475
89,176
129,370
65,221
9,371
82,1484
9,1171
100,637
101,1245
148,970
90,1114
106,893
125,1498
40,544
2,1511
19,186
115,156
95,1624
117,1293
147,272
32,235
8,1046
27,311
106,1209
66,658
20,655
32,158
99,1552
141,510
65,1374
105,972
56,468
2,153
134,948
8,1007
104,987
138,292
38,1647
138,1537
98,1469
92,1242
92,913
135,1206
138,1315
3,1315
35,1136
112,1416
66,1074
91,1306
18,1593
132,1205
148,439
2,1444
50,1225
14,346
84,1064
113,888
42,1472
40,1115
82,409
123,210
128,1028
76,304
113,844
25,1487
115,470
37,506
94,1314
105,259
70,736
16,1354
94,986
124,176
66,236
149,580
20,644
87,1167
86,1649
37,1455
75,1060
136,547
6,374
132,1599
44,1427
145,309
54,772
88,326
41,1176
16,345
53,1160
14,222
10,1011
120,584
51,857
74,1179
46,1482
85,1050
58,308
75,504
12,1279
76,1331
89,1330
131,1130
13,1264
34,1435
97,264
92,236
20,862
71,1627
49,1389
119,1477
34,625
72,1309
98,177
79,1110
34,1607
56,1486
51,668
10,577
93,931
18,412
113,1266
15,1527
137,929
48,395
110,870
98,1546
142,1550
126,607
12,670
17,1097
80,715
124,185
85,495
51,1229
14,1620
62,407
104,1407
85,920
61,848
15,416
149,500
6,1392
78,422
47,1246
71,199
113,1066
59,813
111,866
131,1300
39,1622
131,699
126,1477
37,1539
116,1315
1,1404
70,1031
55,753
33,760
84,671
97,856
68,1631
61,769
129,1200
97,678
149,1560
8,366
137,997
100,1413
92,1061
127,414
82,243
135,951
123,311
56,370
47,378
33,1037
105,1269
105,229
37,600
77,1243
103,1035
114,1591
36,1341
5,1491
113,1575
103,737
88,492
6,240
119,1493
88,1041
126,180
78,1332
104,745
134,979
110,455
115,1600
17,1293
113,761
138,762
129,642
90,1593
50,1286
21,1441
1,1379
115,433
122,1249
36,565
147,173
72,932
146,902
13,1310
63,681
62,586
36,351
13,838
67,751
42,1063
79,1204
129,1214
55,593
45,1186
18,879
48,203
106,349
127,836
28,682
93,590
73,747
144,1389
94,320
72,1071
77,1342
78,627
133,432
42,261
9,1313
96,1250
74,158
6,323
27,1558
24,1057
61,1511
89,365
50,997
59,417
14,1395
41,1269
105,404
110,1472
138,1428
92,1641
106,264
63,706
138,1587
107,194
107,1223
75,595
83,619
5,1150
14,486
69,1448
117,336
123,592
122,255
76,544
6,1516
125,515
81,620
91,1029
64,1093
146,425
127,422
103,1452
115,1080
10,844
5,1610
138,1639
127,319
81,978
147,695
127,587
146,1245
28,1356
69,858
139,1191
106,1111
61,1081
45,573
114,985
2,166
110,614
142,796
23,178
62,1630
96,484
123,796
133,664
25,899
131,375
59,301
93,1267
39,1361
9,517
110,351
146,1498
147,434
98,1424
49,1529
63,1619
60,1019
7,1616
22,721
131,215
55,1581
132,1437
41,1138
65,1405
13,1531
15,758
99,841
78,855
27,218
106,1626
26,1642
54,761
120,174
98,557
36,384
91,1237
80,323
45,174
53,446
72,1226
27,197
34,291
75,481
24,949
87,1631
74,682
23,348
114,498
82,591
34,286
128,898
60,1481
34,670
12,1636
124,695
109,1464
8,656
41,158
47,459
118,867
38,623
102,1597
6,576
139,1040
17,736
117,287
132,799
10,594
62,1086
36,613
7,953
25,759
99,674
34,364
37,569
77,667
140,1023
62,1425
117,1456
116,767
139,413
94,908
13,235
66,587
41,474
75,278
8,1193
34,215
117,364
62,183
115,475
103,1622
116,1134
43,991
130,925
141,586
97,1190
36,1339
105,1528
64,1397
48,829
24,823
74,1304
39,1510
71,1118
139,403
86,942
53,1178
25,636
54,1226
143,1366
13,556
107,985
44,954
92,723
77,1528
17,1406
37,1216
52,1371
145,789
42,331
37,728
49,639
2,1630
107,516
29,1334
44,316
86,1290
69,478
146,733
141,1506
102,1341
70,339
88,1239
96,1625
149,902
58,900
109,767
100,1418
9,1632
64,719
27,1229
139,696
79,526
103,1379
21,985
49,533
46,946
126,855
111,169
32,490
78,855
85,567
115,600
80,1170
40,516
3,1380
95,673
53,1366
38,951
17,1518
106,587
9,1594
33,335
7,561
72,1179
58,1258
22,1219
79,491
75,548
87,312
5,536
11,1303
56,223
123,1264
141,1371
139,1131
53,1635
121,1449
54,1593
38,1102
106,363
32,237
103,435
43,1376
96,1469
98,469
136,612
59,1370
117,963
140,405
35,1580
59,702
125,847
124,1530
140,996
144,754
28,551
43,1427
52,685
101,631
69,628
119,1076
27,431
25,1030
91,905
5,1384
81,1571
141,1446
46,779
72,882
120,1037
95,483
129,502
120,271
23,1583
148,398
28,1191
67,947
83,1287
8,1072
12,721
121,1025
2,447
85,458
32,1039
94,661
143,786
70,1457
81,1165
69,1253
75,178
128,1302
29,884
41,893
54,1362
81,884
141,1221
12,1243
41,763
34,1457
60,1200
136,1151
30,1319
11,384
125,984
104,1156
136,343
101,1467
113,356
93,1469
105,876
9,1070
96,1415
21,1193
6,446
123,714
94,1202
89,296
84,1210
13,376
48,220
35,1039
142,1048
55,933
107,360
51,1342
7,1026
108,452
123,724
118,603
92,280
37,290
95,1148
100,833
76,793
74,1380
99,1487
122,755
49,1310
119,401
79,1491
39,1076
137,1209
112,1543
73,438
104,946
116,1350
13,1271
130,1193
97,1002
108,1369
7,1060
133,226
127,685
144,1453
64,733
102,1143
77,796
121,1199
126,749
128,582
3,1083
103,1300
77,1636
131,337
112,899
149,273
93,1420
30,1633
40,537
11,354
100,520
130,1344
122,1157
87,627
134,630
100,793
99,643
93,583
144,737
2,799
82,702
133,203
42,1559
105,1139
57,1534
60,1030
130,890
97,391
125,445
23,183
49,825
55,733
128,594
82,708
70,1239
20,638
96,562
46,1502
134,958
106,1640
22,1603
24,515
61,608
30,1197
95,1368
117,156
73,284
149,639
90,365
108,611
7,381
94,917
112,470
146,831
94,1310
139,261
27,1121
122,648
56,661
76,229
69,1176
11,1375
71,153
92,1304
15,1347
149,845
12,302
145,344
1,453
112,665
59,1517
118,674
81,512
20,1543
88,1044
7,621
100,1524
131,1113
93,766
48,498
7,1613
120,470
122,773
88,1339
149,747
36,557
27,435
35,298
51,1474
55,204
108,1338
126,882
61,306
60,1280
126,303
112,451
86,357
77,573
69,195
78,1214
22,546
82,228
142,1208
139,1350
83,359
15,1276
149,1026
81,1012
113,258
74,1461
57,1018
62,985
105,288
45,231
3,1420
144,724
106,590
86,612
116,202
19,581
116,938
99,1015
45,740
134,884
117,1532
135,950
138,252
28,483
55,1571
81,1471
19,1272
110,677
57,948
22,1303
22,1221
80,253
114,817
34,457
125,218
66,161
113,1313
44,351
23,520
81,1648
42,1582
128,1336
3,429
112,1641
140,800
137,1232
143,467
111,1578
79,296
35,1161
61,167
24,300
129,475
126,1643
59,1246
38,1188
38,519
27,595
87,1213
37,1060
64,480
92,582
72,820
70,687
22,621
38,166
110,1395
138,644
71,841
50,1110
42,159
102,247
63,685
88,337
107,497
32,1132
126,1030
114,345
145,417
59,316
79,753
5,1334
105,653
39,376
122,332
81,302
136,519
