Left,Right
26,1448
73,726
69,913
76,1477
120,735
4,580
81,811
94,161
140,1004
125,543
4,1278
98,720
99,838
75,488
27,235
148,937
100,1391
66,1409
46,1575
54,1186
135,1557
2,1327
84,978
55,1039
101,1488
121,1087
90,1035
78,482
59,503
20,723
135,1601
133,1172
26,585
41,1349
45,1073
18,1586
103,714
84,733
78,656
59,755
125,237
109,1288
23,1092
95,580
118,605
107,1223
1,1404
44,1034
73,1488
71,493
61,937
52,827
9,757
17,641
130,1491
120,1299
39,723
124,834
123,1155
53,665
99,972
43,317
11,1107
121,162
91,799
60,350
149,347
101,810
149,1385
146,1260
145,444
136,1390
128,155
72,1434
135,1554
112,1096
9,433
105,869
36,458
141,1053
137,1598
54,1097
8,1244
99,1503
130,1207
132,590
25,1488
86,948
103,912
123,161
58,423
134,910
22,469
51,1067
92,230
94,1200
129,217
60,1297
71,1132
69,981
65,154
96,1001
88,1402
144,276
79,946
141,217
3,463
78,1568
10,563
125,1376
145,205
120,964
4,1648
62,1298
105,309
129,1045
46,1554
28,475
142,1577
48,909
18,212
19,1412
56,401
33,1595
2,1014
53,1568
53,319
96,433
110,899
51,931
56,571
5,1109
134,1088
55,1054
76,229
79,399
121,1503
49,441
88,1341
143,805
144,1188
119,1372
68,1541
2,562
91,1093
146,532
72,1156
26,1160
135,151
52,265
97,690
23,438
136,180
91,1230
49,820
52,1615
87,739
43,614
6,539
106,207
109,230
27,729
143,1092
90,1611
138,700
83,621
55,1191
109,561
70,437
94,1339
24,672
40,591
131,1524
65,1307
103,407
7,687
76,290
135,1419
149,155
90,589
67,724
124,1323
22,208
37,535
74,356
79,986
55,869
31,1119
71,717
139,193
40,1444
99,977
28,645
140,711
74,1445
89,235
120,886
39,1101
53,236
136,1428
28,450
33,324
55,597
33,725
123,1618
23,1597
9,743
128,1171
93,1643
140,608
25,771
135,1296
136,1629
28,1646
74,1475
45,1456
77,579
11,766
56,1227
42,622
11,1479
146,561
112,719
5,1371
38,1554
29,505
65,1060
127,598
111,433
60,301
81,750
128,476
146,1295
44,1287
42,381
43,1242
19,188
84,322
130,1383
105,1504
39,1642
147,320
28,1262
122,334
17,1542
90,1308
51,1405
67,429
70,606
84,854
126,903
62,1352
10,476
62,1502
28,965
121,1189
27,862
115,205
112,614
10,587
8,620
50,835
106,1573
96,1290
38,295
7,630
124,211
50,1547
104,832
85,1532
131,635
107,1156
73,1473
79,470
145,868
146,459
43,202
84,651
77,983
111,1478
72,936
99,666
15,1210
149,161
85,983
58,453
7,1108
135,1055
15,1405
32,1363
113,540
60,564
98,1249
74,263
4,1036
142,189
26,679
140,681
144,1045
117,479
105,1207
140,1170
110,581
125,1080
88,621
102,642
115,1365
127,1052
128,489
28,242
83,548
3,627
62,688
70,701
65,262
89,984
10,1279
1,1547
141,1318
58,1503
121,1421
105,1628
106,1383
123,416
10,196
148,1067
110,906
134,487
19,664
74,1387
11,1635
34,267
71,1434
136,841
132,1613
54,974
60,205
1,1297
12,1529
3,444
58,522
46,981
46,1444
95,1570
121,1211
39,599
24,693
3,638
144,1198
12,1316
137,1645
62,1486
30,1067
91,1184
21,275
96,738
79,1084
138,780
44,279
53,489
104,373
116,804
113,477
112,747
15,221
107,306
49,1643
114,481
119,549
79,1416
76,335
45,1517
11,261
84,1568
15,727
48,608
15,1085
100,151
108,1064
92,376
35,226
1,772
101,1548
99,1622
9,194
69,1366
119,1300
3,782
69,1462
61,740
36,1416
133,892
114,1275
94,639
131,881
14,553
123,1091
74,1635
11,698
98,1435
20,561
8,1024
73,512
49,821
41,1312
43,1180
109,733
129,1294
68,203
46,483
73,577
1,746
94,230
48,264
3,466
112,158
49,1409
103,674
87,948
74,1555
24,1064
4,1557
92,213
129,1082
91,1489
35,1592
9,1378
120,1644
136,732
136,197
15,1186
127,302
92,271
111,1624
91,961
72,675
1,324
127,1302
24,1210
76,373
106,1265
26,1101
47,1416
117,1196
56,343
143,1432
73,282
60,783
132,1117
7,289
135,1200
39,567
138,1443
98,1349
138,185
10,783
103,175
27,1392
83,710
83,292
1,531
126,1647
27,733
21,370
113,301
30,469
69,1401
56,373
65,1586
121,800
148,185
82,1413
3,686
35,1386
148,876
34,913
45,554
104,845
104,767
92,1193
50,474
130,1338
22,640
120,1217
12,1624
70,687
90,1535
8,1382
30,582
71,745
141,1523
30,894
34,1544
52,500
22,1007
118,1616
24,557
1,638
10,1603
138,1159
75,960
84,286
66,854
32,1583
111,166
17,1220
114,1240
106,1096
93,761
10,1325
37,1568
11,1384
117,214
143,911
148,190
148,970
13,1573
71,667
142,1291
46,1278
122,1073
123,473
146,1312
3,325
63,1495
85,1166
124,1552
70,976
139,307
125,601
118,195
14,1176
93,397
60,1628
114,1204
78,277
1,608
72,1644
109,1350
95,727
144,507
87,538
59,1355
110,661
19,1146
8,816
107,1637
37,851
111,824
32,776
58,1191
94,1500
106,878
59,451
60,844
124,338
146,1420
99,328
137,390
6,517
7,1503
136,1114
42,707
58,909
86,180
128,552
143,368
119,534
117,640
73,804
82,381
10,512
41,1412
139,1491
133,1418
39,1640
95,478
9,930
47,1350
25,289
125,1082
129,759
19,846
86,912
64,1322
116,558
65,1612
61,309
126,482
148,1200
148,672
22,698
13,332
142,1415
23,423
133,1535
87,1543
123,863
113,368
103,440
94,244
83,927
42,535
43,574
105,935
85,690
18,241
40,1429
7,328
66,1417
68,489
48,1538
87,636
100,973
94,1470
136,860
12,426
32,475
53,1399
108,895
30,1267
70,527
98,608
56,830
8,410
113,862
104,1477
81,828
147,1152
109,1319
106,961
92,484
53,753
112,863
34,612
30,782
25,1009
71,1455
132,986
10,1115
32,1330
116,1294
94,636
125,1224
75,303
22,1548
121,386
2,891
39,488
146,1389
125,160
98,1316
120,1289
105,356
74,1633
94,1083
50,743
91,1588
28,1323
102,825
99,1080
131,514
45,257
148,206
88,170
16,185
7,1142
24,957
4,496
127,1445
89,813
103,1591
116,709
80,1472
145,610
139,1505
57,1016
147,1473
117,1387
36,1053
73,1644
139,1557
136,747
129,1084
33,528
109,1323
128,1156
132,1391
20,333
6,535
49,1012
66,1484
137,884
128,1319
48,308
75,371
12,1247
43,797
4,410
84,991
85,227
138,554
110,1002
68,570
25,481
116,663
105,230
45,586
104,1173
144,1616
143,1592
41,1455
66,1377
88,1337
6,605
116,1405
55,454
122,1002
10,1201
68,1112
40,726
106,632
67,426
144,763
19,501
66,956
18,848
44,1341
112,405
48,1481
142,410
124,872
121,1060
118,761
125,1159
10,1572
116,1520
145,1378
136,1027
8,416
56,223
148,1247
131,927
45,749
25,961
82,1102
109,965
61,230
16,512
105,1293
125,324
34,810
118,418
90,1255
132,887
68,706
64,290
8,484
38,678
46,258
8,1113
135,1362
142,881
108,332
23,1378
136,354
56,192
42,927
148,1607
34,905
63,925
96,342
74,1254
96,1441
68,230
73,1576
22,344
109,904
1,583
84,1181
122,1501
64,772
81,965
44,1639
31,540
37,381
6,1078
62,1009
127,898
135,1373
107,845
4,452
54,1069
19,1646
143,1332
95,561
10,882
18,1540
24,740
23,480
113,1154
73,1393
26,1606
116,612
15,250
78,1089
110,734
106,1054
112,986
36,161
82,1504
107,341
76,377
87,459
6,823
71,1332
21,248
137,950
144,428
121,1447
63,552
134,1303
142,571
141,172
134,1574
33,923
1,1640
130,951
111,329
90,1022
98,205
137,1572
130,1209
54,853
54,292
139,992
60,1474
27,478
112,1495
96,965
73,302
102,670
5,773
29,797
55,940
49,1540
85,454
46,1249
143,1530
102,1615
35,1120
50,685
130,512
12,1620
33,299
15,1198
27,1398
18,1454
107,447
80,1201
115,553
76,692
45,729
148,715
69,472
81,1471
25,615
5,405
106,1433
14,653
20,755
95,707
47,1094
65,1175
142,1268
85,1305
38,364
89,224
43,532
147,716
124,384
87,345
72,1081
46,433
74,1325
36,552
138,796
91,443
85,910
115,252
131,550
135,1529
66,344
117,720
103,1021
108,1159
28,1149
38,1032
145,871
84,167
65,343
120,1222
29,1594
79,582
59,892
73,316
113,1476
99,540
6,1241
98,1228
93,887
147,754
91,1026
29,1274
49,665
101,480
50,194
71,1093
61,646
67,1148
121,658
75,1203
118,485
124,422
82,540
82,1046
100,943
12,240
110,1107
54,721
40,1565
30,251
16,692
121,1490
125,539
136,1397
75,1052
42,665
147,974
45,297
88,241
61,1332
22,936
49,963
102,1018
97,280
134,1184
56,778
54,1586
25,1274
135,799
77,1360
14,1557
33,600
85,322
142,553
28,728
60,1605
45,444
114,228
89,296
4,372
91,1234
85,321
137,1603
42,346
74,1385
28,311
140,1066
120,563
48,1464
88,474
98,644
149,1565
2,701
89,850
71,1420
41,764
17,1284
38,346
121,460
124,1558
128,688
36,1576
68,509
9,991
40,1522
45,442
38,1647
49,1089
61,1573
51,1182
6,244
77,1535
144,919
63,936
28,1084
144,1429
139,681
131,791
143,1059
80,1622
65,964
31,629
134,811
147,669
92,927
27,618
117,626
121,199
77,562
4,889
86,508
95,1612
70,1221
107,409
108,996
131,1284
101,380
106,641
124,401
72,1491
38,1208
48,1596
94,1165
48,370
118,459
60,544
36,871
94,1034
2,862
146,205
140,1451
31,515
84,1012
77,966
135,1534
121,616
143,819
68,386
22,1367
23,253
60,1054
78,164
12,700
117,267
129,377
91,1628
134,156
65,719
42,795
125,1456
39,1415
66,574
116,717
63,216
69,379
73,215
85,765
139,883
12,1648
74,725
74,1060
54,931
53,1491
131,314
120,279
67,799
124,427
38,681
53,612
28,582
118,1524
99,1555
66,1254
136,1331
146,437
96,1248
27,1043
101,1641
85,576
96,515
149,1379
73,1468
42,1602
27,1174
74,434
71,1552
45,740
143,331
46,475
10,1637
4,267
39,1248
143,1329
41,856
69,1451
100,613
73,569
69,238
98,1018
135,523
107,1261
105,666
132,1569
8,941
15,1377
74,1012
45,670
93,1466
54,1410
81,320
100,1141
118,371
75,610
113,914
100,1130
69,1236
103,1617
5,726
85,696
108,1460
119,814
81,1632
66,1493
12,272
44,450
84,440
66,179
32,344
117,1302
71,1557
111,1190
81,279
70,787
94,801
122,1074
14,576
149,369
106,472
84,1320
21,1574
119,1106
96,1277
14,1094
119,1005
116,741
145,793
26,1271
39,1130
64,639
128,1640
88,484
70,1576
131,1432
100,989
114,317
114,549
11,1503
116,777
135,1221
49,345
6,1031
102,558
143,1260
118,983
91,1404
62,639
50,589
30,934
60,856
118,1068
13,1311
147,1360
113,463
142,1429
26,162
109,311
83,697
97,332
71,504
144,174
22,564
112,680
137,238
10,333
55,396
24,944
75,1330
108,890
52,1203
128,1497
110,1559
29,1547
121,168
34,1379
67,1357
58,1377
138,1262
71,840
46,610
129,1168
1,1538
52,515
126,1615
51,888
51,957
80,409
112,191
20,1191
119,1472
86,158
16,847
103,1359
142,918
91,202
3,1276
19,431
65,1380
93,850
66,180
13,954
15,496
125,672
70,938
31,159
73,1520
42,1065
73,426
101,1489
143,992
144,1120
142,188
148,543
144,216
37,1237
135,1276
83,1094
73,1027
144,1210
112,1046
57,876
140,1614
4,245
136,1557
116,732
52,1396
62,237
67,221
11,1098
68,260
14,434
53,245
91,1076
68,1068
72,736
26,1435
33,999
46,1045
129,764
102,535
67,691
34,401
68,763
122,643
30,1178
61,901
131,1246
87,916
98,277
63,678
30,543
112,1139
128,1594
37,531
36,1197
75,1507
103,343
8,1282
96,940
61,1523
36,1181
50,1447
135,1101
120,318
49,1386
92,659
80,959
110,1400
145,538
108,597
33,732
16,452
122,275
85,397
4,1560
114,1246
8,220
135,886
11,1552
33,523
45,1184
73,636
142,1198
63,1454
115,182
123,1368
10,524
47,1592
94,1622
141,830
105,441
48,996
67,351
79,350
14,1523
88,1021
6,391
6,849
5,889
29,403
138,933
114,912
115,251
10,440
31,586
58,647
128,1604
35,536
128,643
113,280
5,1069
140,312
122,945
98,611
140,1072
77,1168
8,339
69,1456
55,1277
61,478
101,1609
61,1294
59,834
140,423
15,997
52,770
101,699
128,1088
89,1499
142,248
110,814
24,1044
113,919
50,1028
47,985
91,728
140,554
114,721
78,1293
106,731
23,347
30,545
134,1273
12,1596
37,865
65,943
101,939
60,1503
113,1649
50,561
103,1307
51,1492
137,1574
110,207
115,1590
70,1641
135,767
140,1617
33,913
110,469
40,1567
65,496
55,1278
66,714
112,1015
106,1235
85,158
7,884
26,349
69,901
100,914
96,1388
65,1507
94,1322
89,577
108,1047
13,793
105,1170
139,698
40,1316
75,757
112,1640
122,1563
33,1002
20,1523
47,1024
110,356
109,723
52,281
35,527
85,637
57,1387
96,739
24,350
78,822
129,744
51,375
133,931
108,270
144,1589
136,1175
107,611
43,800
54,503
65,955
11,515
8,1090
138,868
42,1310
59,1266
122,789
89,435
33,1390
99,881
89,556
128,520
81,171
74,1584
118,918
54,184
118,523
91,1174
69,1521
8,1524
12,290
70,814
94,1095
37,393
83,165
131,601
97,1377
36,1170
93,1468
59,1427
89,1005
73,170
1,575
77,368
30,496
36,1460
131,945
61,1617
109,402
123,269
91,191
12,691
66,1071
47,1083
113,1051
52,909
56,936
147,1045
60,1532
130,793
16,1043
84,1184
117,275
27,1506
38,1487
22,503
88,1536
141,233
75,755
62,1463
98,779
98,1139
94,583
35,630
38,269
148,310
20,690
44,953
148,723
15,740
71,152
124,952
65,342
119,176
130,511
19,681
81,163
55,1291
21,1096
15,1300
46,395
43,453
52,1560
86,1561
101,1083
134,737
29,153
59,1573
132,1287
112,1281
58,1268
108,1434
73,1133
3,1115
47,1282
56,451
77,1026
36,629
105,595
88,831
60,1331
59,198
1,163
25,1499
61,982
124,1202
53,404
105,886
24,547
55,1548
5,1490
141,369
37,170
85,1201
63,1399
5,909
4,690
51,1292
124,1450
77,637
85,642
11,1398
124,1495
118,1144
27,934
125,1506
3,389
142,874
41,1281
52,276
140,1097
71,1576
143,1615
84,1343
110,1178
2,1145
97,341
120,188
127,391
24,1375
116,1020
146,1492
54,1621
138,1503
4,844
32,796
12,307
76,173
129,152
39,734
33,1546
135,675
95,442
56,1465
69,532
138,1447
108,538
75,179
105,885
37,1553
148,209
38,1257
15,304
81,903
73,713
45,346
31,860
139,684
45,1253
103,946
126,1137
123,1333
15,316
148,1580
16,1013
7,887
68,698
85,685
32,820
77,537
74,287
42,1442
94,987
10,1226
135,268
92,1331
16,1302
54,1577
145,335
84,506
143,720
36,313
106,382
127,1272
29,1596
142,524
149,987
2,1346
98,1295
94,337
116,685
43,954
89,873
104,972
82,694
58,1533
1,1200
80,841
143,1271
46,590
47,487
29,1363
117,1597
71,1290
108,985
57,751
44,1383
108,1202
14,1317
47,1587
69,584
115,1092
84,606
125,527
65,200
51,1330
76,1580
79,877
5,656
144,1151
26,563
94,667
118,981
82,1318
57,377
35,1494
48,407
128,916
103,474
37,645
50,1090
122,263
82,1495
129,1231
103,1070
27,292
22,1566
105,1290
105,1452
44,690
92,293
26,1170
111,1139
140,469
43,547
46,680
112,1369
96,1073
25,1549
34,1307
96,1179
72,1103
96,821
24,990
49,696
126,327
22,1279
109,932
89,779
59,643
20,353
120,781
116,1197
18,369
85,1381
98,1042
1,1363
18,1292
9,1002
73,634
54,466
130,952
61,1000
92,270
59,1352
25,1122
81,490
38,1109
97,1437
100,1160
96,827
86,644
132,966
81,1056
28,696
133,218
82,860
73,351
92,950
7,867
134,337
137,304
37,1415
135,1513
38,833
115,397
8,866
17,763
135,424
7,688
147,738
99,690
85,1180
69,622
66,490
38,1205
144,1078
131,417
56,376
63,398
130,458
148,481
5,842
130,572
21,813
15,1146
40,1558
44,873
63,1474
21,1230
49,608
90,869
65,222
88,310
46,811
75,313
3,1079
16,1336
120,1047
16,309
16,813
34,1374
133,1299
137,1260
19,387
32,978
130,765
110,538
75,846
75,1462
44,1483
56,367
13,345
62,1471
142,1603
102,736
68,1282
63,1412
144,246
92,587
44,767
138,192
63,1088
64,994
7,1519
133,800
105,487
63,578
83,215
11,270
20,1100
53,1596
134,532
83,808
91,308
19,449
6,1599
29,771
124,511
89,1284
33,800
25,756
38,379
145,627
67,1598
27,602
135,736
27,887
31,1066
76,1079
80,973
143,290
72,289
60,1528
128,423
19,908
136,1602
72,374
142,775
44,648
47,1396
20,1504
111,402
39,1635
88,1436
27,1639
25,278
135,1248
6,708
58,1148
139,849
96,1100
53,758
56,269
147,846
32,1068
138,353
143,1483
15,847
109,1391
114,485
48,392
50,518
9,1200
58,1024
133,726
84,303
65,614
56,1347
6,610
95,903
97,273
37,1406
144,1518
70,1534
50,652
69,1479
21,298
139,1469
97,827
92,1050
71,893
56,503
130,375
129,937
115,1374
4,1232
55,1236
7,228
109,1529
138,781
104,251
10,444
52,412
65,769
26,770
110,360
7,1072
8,987
75,867
136,415
7,1379
36,790
100,1307
1,1597
32,589
80,563
7,1527
68,776
80,269
147,592
103,412
133,942
94,1166
83,1523
116,1406
101,980
133,743
71,1593
79,1023
79,257
49,1301
20,1178
97,383
124,1645
10,308
118,1649
47,1546
91,643
107,237
35,1235
60,1062
62,339
42,554
147,1547
67,522
80,1060
51,607
124,1014
55,689
131,1153
37,849
24,1567
22,867
13,1187
112,292
57,335
123,616
137,1397
149,191
82,881
149,1542
130,491
96,343
76,1094
89,1323
148,541
58,1184
78,319
53,1206
83,958
6,1542
3,878
43,905
79,1553
122,240
146,240
71,342
21,824
45,1019
112,1080
110,712
12,222
18,991
91,1254
77,1127
8,871
65,828
100,1566
13,974
147,596
45,923
8,1050
51,163
60,1023
5,620
53,350
57,508
7,1435
73,690
28,1263
69,208
2,1359
129,395
121,693
131,327
95,1157
3,425
142,318
7,177
9,1440
149,240
60,1332
89,1342
64,1118
27,1259
76,754
37,1248
125,1633
1,1010
37,806
36,849
126,736
43,975
34,844
117,1475
35,569
148,1440
14,869
41,1329
39,200
28,1255
116,988
74,560
73,1255
12,1085
54,856
38,1397
148,1056
17,1019
142,463
27,941
40,770
78,1535
137,261
58,1625
41,1523
115,1214
8,450
30,880
108,1240
73,1022
142,672
9,338
111,1391
85,1011
142,313
144,866
23,1032
141,1277
119,1563
14,310
137,1536
29,702
122,730
20,1441
89,1435
69,1120
45,1515
140,1593
9,1630
137,967
64,959
116,493
107,1169
148,1548
86,984
139,1488
73,1234
71,1022
27,878
133,1495
134,681
93,1086
103,953
40,777
124,1084
28,930
48,425
27,1622
42,162
133,1241
110,971
12,604
144,710
103,713
55,317
20,996
100,1374
68,1497
75,859
7,709
110,486
34,887
121,1558
120,560
85,1101
120,1053
37,1073
48,555
12,1484
20,168
107,247
68,1227
21,962
69,1317
93,1393
17,1306
64,319
119,1481
13,1293
112,925
134,1456
98,163
124,837
29,176
146,199
93,660
43,336
22,527
4,744
44,1636
146,729
129,1081
14,1544
25,1141
138,1203
44,296
109,905
83,580
95,1096
136,1004
93,522
95,1496
45,1044
149,1134
145,153
101,1423
145,1282
10,1506
94,1013
102,751
7,1165
54,1068
7,566
103,731
38,788
40,1105
71,1610
94,1061
106,1547
52,659
18,545
89,988
138,1037
133,1449
92,488
94,867
36,258
8,1381
80,946
57,1102
8,362
13,578
98,929
118,1436
45,939
111,1128
28,974
47,704
102,588
142,1646
101,1110
53,563
84,1557
19,179
64,666
22,1277
102,1061
92,1088
135,935
26,1029
52,1196
99,381
118,447
141,723
20,463
13,1632
43,1590
30,707
99,1197
76,684
100,1266
99,1100
26,1056
8,1028
67,234
11,1142
48,1327
128,977
20,1002
127,333
18,354
46,674
36,1280
139,1502
129,1194
74,197
79,512
119,801
27,929
105,590
51,1212
3,1387
34,1073
90,922
43,777
25,737
117,218
94,901
102,1474
108,734
89,592
39,1636
134,530
62,1122
81,1631
101,1606
55,1016
15,219
17,1181
129,1391
114,1164
130,888
73,450
116,782
136,1419
147,965
84,1067
136,877
114,277
93,1576
62,209
18,460
139,1385
83,1386
85,1485
4,1437
116,730
70,634
118,641
123,207
61,950
112,174
80,1097
80,1317
85,784
75,501
141,324
35,695
68,180
134,927
68,1548
47,1397
89,305
84,1310
55,1632
115,1560
133,1212
119,364
3,1201
102,807
9,248
61,1064
58,1119
140,381
59,1446
96,166
149,872
123,460
87,1029
129,260
130,1130
54,572
63,430
100,910
138,247
123,785
23,1426
108,320
93,1218
108,502
113,531
51,250
132,253
63,855
23,1320
52,1319
34,1306
143,998
146,900
43,1159
5,1534
55,1535
138,1524
103,749
101,1605
70,292
17,858
6,552
143,657
111,681
134,627
46,1089
7,390
132,183
105,544
20,875
5,159
130,1566
21,1519
105,1110
123,200
102,1188
92,530
24,444
3,1085
100,662
78,694
67,1447
130,1180
143,888
75,1218
86,192
56,333
131,670
18,701
103,756
39,323
105,924
118,724
92,1124
79,1011
39,228
68,1565
76,1565
28,374
71,511
123,847
89,291
92,1492
142,1119
86,1319
51,735
102,1580
107,905
5,257
36,464
24,469
47,847
107,1441
3,472
61,668
38,1599
48,714
82,948
12,390
46,854
28,1157
143,208
54,791
104,837
113,418
8,516
30,435
111,552
53,1188
145,1507
131,950
111,1290
13,1302
12,1044
123,645
86,1299
40,1235
86,1052
11,600
113,737
69,1448
35,439
78,307
127,1099
51,1301
75,366
31,909
21,798
129,234
52,567
14,1225
119,1362
111,172
55,1512
137,695
42,394
141,1285
98,182
135,1372
61,168
87,412
127,1153
123,875
31,841
117,348
102,1508
68,1578
125,207
146,1400
135,637
7,556
107,1355
138,343
149,1125
78,1554
99,383
69,862
131,1177
74,1248
2,840
56,1586
56,1016
98,1217
89,593
87,1532
98,1093
41,980
90,1389
69,332
129,435
46,270
87,229
135,1007
8,1553
97,1004
7,352
8,1404
102,1563
79,1301
57,450
48,835
60,1202
36,724
43,1361
3,1543
128,244
43,1212
126,1389
120,1180
68,1481
112,342
134,1596
23,470
12,765
138,1459
18,645
75,1486
99,917
51,472
36,1445
94,1063
26,429
38,545
134,1041
27,938
34,212
145,845
65,1079
57,810
116,1629
1,800
40,1255
43,402
60,1337
68,1410
140,196
115,614
121,1344
136,1446
85,1047
41,854
8,967
57,1158
65,1394
101,442
119,1546
104,1558
63,1414
144,1135
116,1268
121,1105
126,1036
144,1113
16,1074
41,1032
101,1400
58,438
133,1439
21,549
26,742
124,566
60,210
4,825
133,396
41,877
44,1049
24,1600
57,701
68,642
133,1585
95,501
96,505
63,693
85,850
51,930
67,1245
132,686
81,783
71,1516
37,859
71,1559
119,1104
59,564
38,532
43,1621
74,1404
118,667
35,1281
35,747
85,564
112,259
134,684
62,993
77,662
28,832
7,925
59,1454
101,600
57,1432
32,498
127,1346
46,1282
44,1369
52,1204
45,666
14,818
71,616
52,1281
112,1391
5,1256
90,475
91,1163
7,817
6,1065
74,334
67,423
76,909
128,942
123,1489
59,505
44,765
111,333
64,1003
145,1394
11,1073
26,815
59,544
30,945
69,1315
43,1142
97,1415
3,213
91,1609
39,520
125,1518
67,707
142,1112
127,1365
114,578
2,1106
28,1606
46,1489
87,1102
123,1130
10,697
27,1383
146,829
145,1148
47,243
82,1590
30,1287
1,1503
149,1253
48,1435
76,1344
38,292
128,1487
117,756
66,300
122,525
141,519
47,1227
92,1524
48,779
26,402
100,1453
2,461
7,360
147,1630
49,239
72,916
59,1015
88,268
42,758
96,1413
44,575
92,1282
131,1267
113,1497
140,1624
24,467
130,628
89,334
44,577
61,1290
101,650
3,651
131,1042
130,1525
107,1129
25,310
12,1635
142,1497
130,904
128,1112
11,1336
88,1563
71,293
27,312
119,531
48,1177
115,612
100,1345
28,1483
87,1119
34,1372
91,1377
148,595
146,1395
122,1532
75,970
89,301
83,898
24,890
7,406
23,1280
134,767
128,220
80,1129
42,510
84,1183
46,1321
81,1035
126,1472
91,833
75,645
35,498
58,892
83,1173
146,790
90,297
106,829
79,1062
121,252
75,600
7,182
116,278
18,736
44,528
29,467
30,1567
70,440
45,1125
42,1267
74,703
38,1243
102,528
33,359
145,353
22,356
13,368
98,998
146,1090
95,1336
28,1564
87,472
116,1145
11,1633
96,637
11,294
144,997
59,1630
84,1578
89,938
94,516
69,1527
149,758
8,965
86,1613
92,1600
123,978
132,1445
86,220
116,994
89,1187
121,481
78,473
110,1497
43,1067
31,1402
142,1377
13,705
131,242
94,270
130,982
134,608
128,855
143,1176
54,565
132,1237
25,464
130,614
126,919
34,1304
17,421
129,1382
34,1139
18,785
148,1251
78,1387
36,1124
76,1531
19,241
70,1045
15,1466
21,921
67,1266
82,725
77,874
30,1326
97,802
48,1592
4,302
48,844
87,1088
33,683
2,1432
81,639
18,1378
137,280
65,1567
24,335
123,606
36,1352
112,257
62,413
23,861
66,534
33,1443
5,319
68,881
114,784
78,516
4,336
40,731
97,347
78,1640
50,500
25,845
67,1331
124,846
112,244
86,264
148,1630
141,1531
33,508
137,340
135,1032
33,278
123,1334
81,817
52,893
76,921
73,1121
13,237
44,864
127,494
93,736
132,955
47,270
126,1197
116,690
139,406
103,1105
82,1169
123,698
98,528
109,1108
59,588
31,1550
97,274
44,1562
134,754
60,1575
103,525
93,821
137,634
126,1355
124,1124
57,943
142,690
116,1364
127,772
138,654
61,712
44,883
148,818
22,904
41,193
47,745
36,1223
7,931
9,961
44,458
38,973
132,324
16,1389
26,1413
55,1371
57,1130
126,220
113,1426
3,1137
84,693
85,609
10,887
17,658
21,656
67,1280
24,1251
102,988
45,541
52,167
89,1590
81,1019
9,166
48,159
12,627
15,1325
116,1421
145,455
65,364
38,911
53,553
64,1056
18,952
136,1236
88,478
72,1266
49,534
140,460
147,782
86,339
24,466
138,752
124,392
137,540
104,1162
83,775
2,1421
4,1000
71,171
130,666
85,325
37,1559
7,963
22,804
92,1419
19,901
25,757
20,874
124,435
43,1000
13,843
45,216
16,243
137,1136
115,175
79,640
60,1606
102,551
39,1621
129,511
15,1383
96,702
22,806
13,1355
118,1183
42,1246
114,1302
117,1498
71,1586
113,264
147,606
108,458
89,1226
149,377
57,305
69,692
96,398
15,718
142,960
135,987
121,744
70,960
58,509
65,1512
46,621
73,574
92,777
42,1119
57,1596
17,966
116,1314
45,1293
127,820
10,774
34,1298
57,1205
37,494
120,651
45,720
69,564
28,1260
117,969
95,153
134,482
136,594
105,814
78,601
59,1416
127,763
137,234
17,240
38,559
42,994
65,643
107,1295
68,1555
110,439
52,687
35,1179
96,346
71,1194
41,1317
56,524
65,556
113,503
33,1531
22,1290
129,1488
142,1253
51,325
77,1306
41,1593
29,554
75,579
44,1385
31,1198
7,470
108,1618
83,917
66,857
19,382
9,1621
12,1187
83,1124
131,379
105,914
26,746
56,1186
82,1300
105,902
8,693
51,1027
104,515
35,968
4,553
39,1398
110,1275
99,158
118,1250
13,1308
110,467
20,337
12,583
28,755
38,1220
26,1111
61,1354
148,599
59,882
58,844
94,1169
123,778
23,1044
122,1271
26,1518
36,158
6,1405
140,537
16,1047
56,719
137,822
112,475
149,1384
77,1165
29,1246
16,416
133,1179
108,367
63,805
15,341
85,383
48,1331
142,926
30,605
105,1544
66,656
135,822
10,1525
87,519
119,1477
111,1643
90,1547
55,418
10,457
86,1183
67,1114
59,270
55,340
84,1575
88,522
30,1563
4,489
13,1277
57,693
109,1438
133,1029
113,1065
84,548
131,1559
53,1023
18,346
143,1132
147,970
14,1117
112,380
146,389
113,882
78,1634
148,612
19,774
13,1253
1,498
81,1176
48,1020
55,1231
97,510
48,190
26,1142
126,1454
122,1343
51,606
97,152
3,590
145,878
21,1088
51,1354
131,317
82,956
145,1343
86,1179
20,1079
8,910
145,625
8,589
32,838
123,1020
99,205
15,1508
129,1560
31,591
64,800
85,317
74,591
73,977
104,529
34,515
28,216
121,1417
52,858
104,800
61,582
54,1609
110,808
137,1123
147,1576
11,1575
57,1028
82,391
128,1333
117,1586
40,1278
63,1425
100,196
47,456
58,997
13,801
10,1386
129,1141
62,1598
149,862
121,615
67,1144
86,1130
98,1404
17,813
123,1340
9,1276
113,1233
100,898
9,1415
125,707
115,940
19,1450
73,1256
134,638
73,996
32,1435
141,1148
76,1567
107,354
7,1314
123,552
20,214
127,1471
79,605
37,626
128,868
141,1461
106,706
130,1605
84,496
70,1394
146,822
79,1369
79,829
